 DECAY0 generated file: 0nu2bplus_test.dat                      

  date and hour         :   12. 6.2019    10:36: 8
  initial random number :            0
    
  event type: Xe124           
              0nubb(mn) 0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
           1       10000
  2 -0.308273     -0.520707      0.221616      0.00000    
  2 -0.597515      0.619648      0.150446      0.00000    
     113  0.00000       2
  2  0.631830      0.420667      0.134061      0.00000    
  2  0.191625     -0.611791      0.394767      0.00000    
     114  0.00000       2
  2  0.214064      0.382433      0.646188E-01  0.00000    
  2 -0.846106     -0.125583     -0.590923      0.00000    
     115  0.00000       2
  2 -0.845400      0.400831      0.133287      0.00000    
  2  0.735235E-01  0.481635      0.282251      0.00000    
     116  0.00000       2
  2  0.273762E-01 -0.344699      0.481577      0.00000    
  2 -0.630984     -0.466282      0.479702      0.00000    
     117  0.00000       2
  2  0.467964      0.625876     -0.320396      0.00000    
  2  0.346643E-01 -0.550545     -0.391098      0.00000    
     118  0.00000       2
  2 -0.144522      0.861041      0.297853      0.00000    
  2 -0.331770     -0.512751E-01  0.484597      0.00000    
     119  0.00000       2
  2  0.439884      0.456773     -0.323906      0.00000    
  2 -0.701475E-01  0.283526E-02  0.807617      0.00000    
     120  0.00000       2
  2  0.746342E-01 -0.251384      0.773257      0.00000    
  2  0.448069     -0.128422     -0.530226      0.00000    
     121  0.00000       2
  2 -0.475684      0.472403      0.607631      0.00000    
  2  0.580505      0.135506      0.128553      0.00000    
     122  0.00000       2
  2 -0.395368      0.187480      0.403188E-01  0.00000    
  2 -0.561416      0.858376      0.185186      0.00000    
     123  0.00000       2
  2 -0.683427      0.274645     -0.132100      0.00000    
  2  0.420446     -0.455973     -0.465289      0.00000    
     124  0.00000       2
  2  0.803890      0.437252     -0.221077      0.00000    
  2 -0.531156      0.199398      0.255123E-02  0.00000    
     125  0.00000       2
  2  0.733469      0.146110      0.728623      0.00000    
  2 -0.183795      0.248668E-01  0.395494      0.00000    
     126  0.00000       2
  2 -0.663740      0.768266     -0.147064      0.00000    
  2  0.139071     -0.219435E-01  0.439635      0.00000    
     127  0.00000       2
  2  0.542771     -0.326912     -0.676556      0.00000    
  2  0.107910      0.573714     -0.264191E-01  0.00000    
     128  0.00000       2
  2 -0.144449     -0.314502      0.544248      0.00000    
  2  0.732800      0.304570      0.364694      0.00000    
     129  0.00000       2
  2 -0.410865     -0.530848      0.109006      0.00000    
  2  0.736055     -0.383088      0.136952      0.00000    
     130  0.00000       2
  2 -0.477792E-01 -0.114492      0.977701      0.00000    
  2 -0.494384     -0.523918E-01 -0.129437      0.00000    
     131  0.00000       2
  2  0.318160     -0.143440      0.450814      0.00000    
  2 -0.417073     -0.839979     -0.489256E-01  0.00000    
     132  0.00000       2
  2 -0.976635      0.251537     -0.125987      0.00000    
  2 -0.445687     -0.914129E-02 -0.161816      0.00000    
     133  0.00000       2
  2  0.706325E-01  0.598118      0.238450      0.00000    
  2 -0.715694     -0.405285      0.286108      0.00000    
     134  0.00000       2
  2 -0.562402     -0.248498      0.457049      0.00000    
  2  0.971309E-02  0.617424     -0.438927      0.00000    
     135  0.00000       2
  2  0.411851     -0.298307      0.307056      0.00000    
  2 -0.774121      0.371821      0.325988      0.00000    
     136  0.00000       2
  2 -0.546539E-01 -0.510659     -0.390999      0.00000    
  2  0.230712     -0.770860      0.338375      0.00000    
     137  0.00000       2
  2 -0.963697     -0.277062     -0.288303      0.00000    
  2  0.104936      0.412317     -0.103624      0.00000    
     138  0.00000       2
  2 -0.784267E-02 -0.380371     -0.608215      0.00000    
  2 -0.101917      0.792167      0.104748      0.00000    
     139  0.00000       2
  2 -0.197139      0.916886      0.209449E-01  0.00000    
  2  0.296318     -0.486931     -0.388246E-01  0.00000    
     140  0.00000       2
  2  0.445125      0.319781     -0.864699      0.00000    
  2  0.283954      0.126741      0.344972      0.00000    
     141  0.00000       2
  2  0.458696      0.595053     -0.184893      0.00000    
  2 -0.707204      0.207488     -0.138605      0.00000    
     142  0.00000       2
  2 -0.170375      0.461990     -0.533284      0.00000    
  2  0.499083     -0.588125      0.202021      0.00000    
     143  0.00000       2
  2  0.356613     -0.212946      0.365533      0.00000    
  2 -0.103312      0.131848      0.938411      0.00000    
     144  0.00000       2
  2  0.417245      0.180004     -0.196021      0.00000    
  2  0.863446     -0.484428     -0.143615      0.00000    
     145  0.00000       2
  2  0.610128     -0.470027     -0.157292      0.00000    
  2 -0.265296      0.420986      0.544209      0.00000    
     146  0.00000       2
  2 -0.242634     -0.227676       1.06124      0.00000    
  2 -0.164755      0.209000E-01  0.290425      0.00000    
     147  0.00000       2
  2 -0.506022     -0.300238     -0.626977      0.00000    
  2  0.557968     -0.395225E-01 -0.349879      0.00000    
     148  0.00000       2
  2  0.629476E-01 -0.567078      0.197969E-02  0.00000    
  2  0.527218     -0.143162      0.763375      0.00000    
     149  0.00000       2
  2 -0.485020     -0.506305E-03 -0.262664      0.00000    
  2 -0.772409      0.220136     -0.516066      0.00000    
     150  0.00000       2
  2 -0.159571     -0.680728      0.353711E-01  0.00000    
  2  0.633665      0.174967E-01 -0.523513      0.00000    
     151  0.00000       2
  2 -0.375896      0.398290      0.457614      0.00000    
  2  0.598064     -0.236705     -0.490881      0.00000    
     152  0.00000       2
  2 -0.295305      0.998117      0.359459      0.00000    
  2 -0.214521     -0.241418      0.141058      0.00000    
     153  0.00000       2
  2  0.250925     -0.238780E-01  0.785708      0.00000    
  2 -0.550254     -0.292137     -0.312324      0.00000    
     154  0.00000       2
  2 -0.754695      0.201659     -0.339900      0.00000    
  2 -0.279616      0.566999      0.216824      0.00000    
     155  0.00000       2
  2  0.505904E-02 -0.287835E-01  0.346339      0.00000    
  2 -0.751739      0.691598      0.419400      0.00000    
     156  0.00000       2
  2 -0.937488      0.219458      0.398187      0.00000    
  2 -0.176596      0.402665     -0.129205E-01  0.00000    
     157  0.00000       2
  2  0.455516     -0.219932      0.334364      0.00000    
  2 -0.346689      0.308284     -0.780345      0.00000    
     158  0.00000       2
  2  0.302495E-01 -0.545411     -0.144577      0.00000    
  2  0.549648     -0.129436      0.755709      0.00000    
     159  0.00000       2
  2  0.815850      0.466465     -0.367666      0.00000    
  2  0.831633E-01 -0.454314     -0.143497      0.00000    
     160  0.00000       2
  2 -0.680125     -0.112557      0.241279      0.00000    
  2  0.646792E-01  0.701180     -0.364608      0.00000    
     161  0.00000       2
  2 -0.119962E-01  0.367760      0.714528      0.00000    
  2 -0.433562      0.367697     -0.440699      0.00000    
     162  0.00000       2
  2 -0.599224      0.416224     -0.723908      0.00000    
  2  0.595630E-01  0.328260     -0.315333      0.00000    
     163  0.00000       2
  2  0.172138     -0.729337     -0.284095      0.00000    
  2  0.125156      0.567831      0.427436      0.00000    
     164  0.00000       2
